TV,Radio,Social Media,Influencer,Ventas reales,Ventas predichas
49.0,12.07216987,4.381532375,3,176.8355255,174.36745618907864
92.0,27.07432784,7.76501425,2,326.6822053,327.4577863058391
12.0,2.201477322,0.166173465,2,44.99813919,42.60416362807829
35.0,14.82454522,1.765247886,1,122.065538,124.47830382168974
22.0,11.86861071,0.222563672,3,78.82271742,78.24630870244135
84.0,34.98456952,11.26042983,3,301.4931202,298.942475456066
11.0,5.561586305,3.530209276,1,39.99208709,38.972543321524725
74.0,20.42705084,6.319060522,3,261.9314465,263.3894453519344
79.0,19.15584406,0.014711851,3,281.5928898,281.2781114678777
99.0,34.19292834,7.824969974,2,357.1050913,352.3882645541405
20.0,6.460315841,1.391487958,2,72.99721493,71.08311384426555
28.0,7.46265367,2.487820224,2,100.2251531,99.5648135683108
26.0,3.497184714,1.675119633,3,94.28663392,92.47902996631096
96.0,25.73667837,4.179366017,1,346.9400122,341.7240638500728
86.0,19.98864888,1.227231469,1,302.1601492,306.1431934975475
28.0,9.812923503,0.369971776,4,101.4386575,99.64360005686609
17.0,6.151246864,1.483987622,3,60.76229385,60.422824408145694
82.0,17.35969287,4.361815987,1,295.518075,291.85728569288364
46.0,13.78266234,0.176731945,3,164.256028,163.73327099335202
43.0,14.92235288,2.357322546,3,152.2054523,153.0198647380595
58.0,14.39177935,1.226266329,2,207.6955665,206.4368997447662
63.0,19.33340894,6.70398406,1,225.4610415,224.15019952408284
80.0,28.50516115,5.403039713,4,284.9089972,284.79639991022685
71.0,26.02394936,3.116428483,4,253.9861099,252.76806395460213
71.0,18.51355605,0.825055868,4,250.9404408,252.7992053519479
35.0,14.50214433,3.448791566,4,125.1620963,124.53738387690849
79.0,25.28409682,6.045621605,1,283.290895,281.14767247738956
30.0,6.767266093,2.455374837,1,110.2188976,106.66274822961552
44.0,7.159147123,1.94613341,2,157.8854215,156.56303473094908
29.0,6.870957676,0.228259393,4,102.7241955,103.20835834618528
36.0,10.79687452,3.619462671,2,125.54135,128.0452540441743
88.0,27.46149343,1.524062069,3,312.1429635,313.31406673971117
28.0,10.76096294,0.627232382,2,98.36075406,99.58679572387382
87.0,34.6902751,5.616502273,2,305.7135791,309.672026000246
72.0,37.86899749,3.738798543,1,255.6630187,256.238211696936
17.0,12.91914773,1.904300714,3,58.44532347,60.41521645134585
89.0,37.37620072,2.616112731,1,314.5549903,316.8056869769772
57.0,16.68509976,0.667511487,4,201.0811349,202.9343531247055
92.0,34.75861536,3.828845154,1,325.0568639,327.47740665504006
89.0,27.81948029,5.228492402,4,318.2708476,316.85646158001924
43.0,11.65183738,3.36668963,2,145.4186567,152.98182477497355
11.0,3.634930909,1.388209091,3,41.02131018,39.053134286325914
15.0,6.44424657,3.416422707,3,56.67415544,53.27476353686572
32.0,13.33536154,2.344050692,1,116.1443174,113.78574518056493
43.0,26.13090993,8.160684173,2,157.4749203,152.9171049571565
10.0,3.986323355,0.030038227,3,38.67562299,35.50794264825989
75.0,21.53695515,1.232423551,2,264.9989865,266.98764835912766
67.0,22.27987654,2.004705935,1,241.6568055,238.45545740160773
28.0,10.80138028,3.119772273,1,95.96736372,99.52914362436324
54.0,9.674174412,1.365669378,2,191.1595594,192.1889806682641
67.0,33.62209115,6.804494005,4,240.3518467,238.47167534089436
46.0,18.28916702,3.367685945,1,162.761069,163.6387258302037
20.0,2.372901063,0.857514423,2,73.75120184,71.09119286251428
98.0,34.41226462,1.939969763,3,352.3803252,348.9260598305963
88.0,34.49346538,5.891364406,1,311.6825535,313.2040019637875
72.0,30.36493938,5.110394334,4,259.695649,256.3036973640664
22.0,4.389107232,0.885959352,2,77.8388226,78.21405213215093
59.0,18.35068386,1.831142407,2,214.2691154,209.9899450871908
85.0,23.78707098,2.504073833,1,307.3095443,302.5640152161158
70.0,21.05815129,5.146705872,3,249.8114662,249.15596098843585
17.0,5.002416953,3.00718727,2,59.24360112,60.377647233511475
11.0,7.322336297,1.174883484,2,36.9690515,39.0278553250822
18.0,12.96311522,0.910273486,3,66.70886844,63.98952580309157
47.0,11.50318371,2.519338224,1,162.3156135,167.2136251173515
21.0,17.18990789,0.237534685,3,73.14737548,74.682290083513
47.0,19.60088777,8.160758956,4,166.9758535,167.22051579413775
24.0,9.255560345,3.540823973,2,85.37271907,85.30324151713008
52.0,15.04080543,2.272803588,4,182.727109,185.10515939672197
64.0,27.02480286,3.399217629,3,226.7540305,227.80383168585522
64.0,26.71359667,7.772853029,2,229.952856,227.72290608792818
77.0,28.06805667,4.932782548,2,274.1199892,274.06324842515187
13.0,0.014486494,1.47170989,2,45.03232579,46.15065546474183
22.0,5.920985622,4.016223339,4,79.15234748,78.22785015630059
14.0,7.388485707,0.120490397,4,49.97649711,49.78010093648112
20.0,7.833709453,4.783670357,4,71.07465941,71.09370984955005
42.0,6.574754043,1.906421473,4,146.4444888,149.493083186305
16.0,6.067807963,1.960487823,1,60.3119441,56.8016948486574
73.0,22.86737608,0.968984226,1,261.0908818,259.8398994879251
84.0,27.6452302,5.916649652,1,300.9241889,298.9582515733736
64.0,22.85908473,7.595223422,2,226.7274918,227.7264709781382
53.0,17.97812572,3.066072741,1,190.3354223,188.57631408852825
100.0,30.4451489,7.897284137,4,353.7459182,356.00391526775996
95.0,30.46523325,8.791080421,4,339.3760653,338.1829858425491
40.0,10.48745064,2.202956943,2,142.6127026,142.31082565041885
62.0,17.79116447,0.878425861,1,216.1390948,220.66123939985465
32.0,8.072375614,3.938810437,1,108.5335779,113.7677603296144
97.0,32.81499473,6.469135436,4,347.1460055,345.33496207063206
47.0,19.08549213,2.485246038,1,162.5063727,167.2113826703123
55.0,20.48868764,5.290458667,4,202.3547575,195.75159296076902
18.0,1.481611067,2.321315362,1,59.54822642,63.92274180947916
46.0,19.57509597,4.310967846,3,162.3787166,163.67981213425338
16.0,0.451244404,3.53978674,4,56.01689561,56.86393331510793
39.0,14.37870711,2.671230095,2,138.7518293,138.74167174370518
94.0,27.44276637,2.375615308,2,336.004897,334.64861244713234
35.0,5.926629445,2.13583865,4,124.0794271,124.55673021757217
74.0,16.85524707,4.161090186,4,266.4905429,263.44417795005864
14.0,9.102133973,0.114328704,2,50.32466078,49.72630381910689
68.0,18.70863089,1.950714199,4,244.4055513,242.09925258907836
68.0,29.43517599,3.224934232,2,240.1918751,242.02636043795533
85.0,31.79693826,2.16250238,4,303.397391,302.6453535215853
54.0,16.17955891,2.089970315,2,190.2520081,192.17768401602808
29.0,8.852094414,0.041494349,3,101.8731014,103.1833490706954
86.0,22.55656827,3.67613635,4,303.7166426,306.1917375086997
77.0,31.41643985,5.671164791,4,272.4063387,274.10615797294633
29.0,13.02837169,4.531267811,3,103.9195235,103.12603637594499
66.0,16.43219543,3.237042142,3,236.891033,234.93349607072057
41.0,7.275071751,3.573620196,1,143.3844892,145.8302324798696
76.0,34.27923262,7.940107984,3,266.9421863,270.4883333723131
60.0,21.43888957,3.147751404,1,212.1691189,213.50780850543552
94.0,28.42763576,4.239315357,2,326.2694128,334.6250853068317
50.0,17.68275393,1.605194317,1,175.4994966,177.9087052682432
14.0,3.443825411,0.082932606,4,52.3609775,49.78195530951128
35.0,7.798023839,1.957661502,3,120.6389931,124.53165271876094
40.0,8.565813523,0.975294751,2,143.4349155,142.32677115705027
42.0,22.00041826,2.830148305,2,149.1916962,149.42289793647842
52.0,10.65220223,0.81995501,3,184.1597004,185.09813778853362
22.0,16.10246464,4.881430652,4,74.81459598,78.21350812358422
63.0,28.35259165,4.69537646,4,229.1419119,224.25191755555778
60.0,22.04149759,4.153907425,1,213.8519171,213.49508196889872
94.0,30.37270595,5.94611293,4,334.0892379,334.6564431652841
56.0,15.38414712,1.618385333,4,197.2730126,199.36102256352177
34.0,18.15111996,3.103474045,2,120.1130232,120.92516353848491
15.0,4.49022906,3.840346443,3,56.72556568,53.27017792712825
31.0,17.93169575,6.166019182,4,109.8232067,110.25453656829735
13.0,3.084029135,1.00780763,4,50.59803638,46.208617144351024
37.0,16.50000902,3.138409019,3,130.7588912,131.63782839170412
36.0,20.38097787,3.928353632,1,123.4259731,128.01140602375273
26.0,12.27610125,0.022498266,4,90.01227664,92.52313360486517
98.0,17.53880402,2.351623952,1,342.5758538,348.8736024694705
95.0,36.42230623,9.997472195,1,335.3014311,338.0859790762185
53.0,15.78634705,1.018862371,3,193.0239206,188.6558192896317
14.0,1.173467778,1.04234225,1,54.05961472,49.69091387737208
31.0,6.304845298,0.802279711,2,110.4393737,110.27206873880274
23.0,7.568249276,1.344170818,2,79.20466841,81.76919591673534
48.0,16.38246157,4.722281354,2,170.1684126,170.77310551383772
52.0,31.47852666,8.214623871,4,184.0322232,185.0254740658895
29.0,16.79919436,4.279003862,2,101.9046011,103.10121239609424
51.0,17.87552981,5.311291172,4,181.1590403,181.50440859469208
48.0,21.10276132,1.895651693,4,166.6313611,170.85987438285406
19.0,7.529380566,0.663731937,1,68.48861968,67.50319313409545
86.0,30.95791818,4.851285555,3,309.7449531,306.14753086892176
73.0,30.78177788,4.857009064,4,262.5100901,259.8686634478363
60.0,19.01558716,5.895165277,4,214.4576138,213.55439492173397
78.0,30.78263387,4.327262063,1,273.6113122,277.6051507753012
60.0,19.62187156,2.391937312,1,213.59437,213.51784835151506
19.0,11.41121511,1.302072125,3,66.21969665,67.54715940966058
71.0,19.97976845,6.960355849,4,252.0764263,252.72237857529763
86.0,24.78624404,6.349962293,4,309.2043274,306.15769622050095
51.0,20.1474308,4.116821554,1,178.5935732,181.4385598281941
44.0,20.73054448,7.469616948,2,157.7902917,156.48956069876562
66.0,18.19837817,6.138034353,4,236.411755,234.92342783254622
88.0,33.12247008,10.45510884,1,313.3414466,313.1477200362767
69.0,22.38809556,4.68004768,3,245.7603942,245.5993365442207
91.0,35.48887371,6.478934029,2,324.6273336,323.90886241386823
65.0,21.07836064,3.607061612,4,232.2761831,231.39193432465592
37.0,18.61053827,0.070855842,3,131.0154512,131.67524054825873
60.0,19.44251219,3.36149892,1,207.624182,213.50585197422302
88.0,25.32678512,5.133571929,3,311.6614353,313.269922203481
90.0,28.22427787,3.729510231,3,312.5706663,320.4102891340838
97.0,28.72454528,6.334771996,4,348.1096475,345.3380717868853
68.0,20.64660662,2.092461411,1,242.036584,242.0169013268774
73.0,31.85438735,5.430961826,4,260.1410479,259.861147389361
79.0,28.86285965,1.487848366,1,283.1115459,281.2031037243806
47.0,15.59829684,5.327113425,1,167.969747,167.1772617394624
72.0,24.40263571,1.995127175,3,253.7082243,256.317906423323
42.0,15.83243453,2.941996909,1,147.4752162,149.39704030966263
98.0,34.15632865,6.982952679,2,347.8305464,348.8367894197007
100.0,36.07233519,7.343767899,2,353.6186338,355.95554988941115
57.0,13.28060278,2.101510154,4,201.3055442,202.91771424868512
11.0,10.03259879,0.684486506,1,38.69555595,39.00636622463033
75.0,20.29945501,8.637936045,1,268.5657321,266.86933788278844
50.0,14.95740704,1.952884786,4,178.3745522,177.9852457780543
85.0,31.86497083,5.081795137,2,301.7448669,302.5557481811407
55.0,18.58636671,2.324645797,4,197.7085755,195.78915087453026
55.0,16.4816156,3.267172118,3,196.4487991,195.75153231305208
44.0,16.23221563,0.81339399,1,161.4546797,156.54729749394627
21.0,5.092818753,1.400162555,4,81.00013719,74.69871903062216
47.0,13.85470607,3.72361948,3,167.0873958,167.25109035951306
53.0,23.58638711,3.258949178,4,186.8385884,188.65184948402157
39.0,16.97491196,5.187082923,2,144.8229801,138.70946643446385
46.0,7.179374076,3.421230648,3,166.49574,163.69523795855025
81.0,29.25634134,6.17428655,4,290.4388997,288.3485039928476
63.0,23.91406052,3.340211678,4,224.8081681,224.27033406712832
92.0,31.49086179,2.679171631,2,328.5020583,327.51949108384787
31.0,14.95348305,0.048020677,2,109.541122,110.27840876257225
24.0,10.79356441,2.557924297,4,79.26863682,85.3681971106484
33.0,18.64876502,2.010872689,1,115.0849847,117.34998174421975
21.0,7.239525859,1.611172497,2,75.8834525,74.64206842744608
51.0,24.00692574,4.152022007,1,183.3277351,181.4367647261352
65.0,16.2577251,3.206348981,1,231.6574682,231.31870701941074
51.0,16.57349003,0.928129377,3,189.9203029,181.5327489018581
54.0,17.13626299,3.315389379,1,190.214326,192.13547019252076
90.0,33.5117751,4.663526779,3,322.4697556,320.3968123263117
95.0,33.91345228,6.737153756,4,337.8234552,338.2073200364111
38.0,12.95360781,3.856301336,2,133.8775857,135.16547188321064
62.0,16.44434995,7.48999682,1,217.9190051,220.5794780057511
28.0,5.313706473,2.473598787,1,91.49752891,99.53911062309864
70.0,22.9508713,5.688322892,4,251.1300326,249.1751942705015
48.0,14.11561705,3.328378357,4,175.5461581,170.84451124560314
92.0,30.28793619,5.38930619,2,326.9481964,327.4862053379251
97.0,29.94711311,4.767623725,4,345.9467083,345.3571341078332
56.0,16.13587655,6.5492771,1,204.2249674,199.21952086538468
46.0,13.43845073,1.228182851,4,161.9678005,163.74694960421732
73.0,28.4645976,5.545684409,4,256.4252258,259.8609125593602
13.0,6.237812416,0.777461147,1,44.49793566,46.13046643533069
18.0,8.477135293,0.608817354,4,61.70848657,64.02148848036295
69.0,21.00808675,2.478178486,2,244.1818392,245.6005732506978
75.0,32.4386176,4.859321808,2,269.5336088,266.9387030157127
84.0,28.25584373,5.699994101,4,298.8823429,299.0406382809772
92.0,33.15174003,6.429606019,3,329.5311298,327.4988944764878
100.0,29.61090382,4.297266947,4,355.4113311,356.04898583215123
29.0,10.60776751,0.392276142,4,106.8076207,103.20500416590627
38.0,18.90360911,4.889993447,3,131.1015188,135.1771578789605
64.0,24.59745898,7.320931129,1,231.2683509,227.70263574352253
92.0,36.50269966,5.544405637,1,327.5925024,327.45545508685194
18.0,6.175359183,1.206347827,3,64.05534799,63.988230281730324
19.0,10.62585401,1.036051829,3,64.67600576,67.55074437233029
67.0,13.8307792,2.90002924,4,236.3068542,238.52719931242456
90.0,30.45987894,6.350355454,4,315.1792046,320.40354029596915
86.0,29.093976,4.849590492,2,306.0907006,306.1215718917313
43.0,15.50500023,2.07810808,3,149.1630186,153.02313271986537
15.0,4.649777313,2.389716886,3,53.43080271,53.288164817274506
89.0,31.77088669,5.88922997,3,316.2697588,316.82021813796536
48.0,17.88145952,0.076059762,3,169.2278032,170.8570038383062
88.0,23.2144694,1.176796593,3,320.1736388,313.3198796044582
61.0,26.66674418,3.698028588,2,215.7972985,217.08772225412972
80.0,22.22190231,3.18559577,2,282.5999619,284.77291911584985
22.0,5.538209038,3.675905542,2,80.25905423,78.1789465426922
52.0,15.21955294,0.74054497,1,190.8058971,185.0442481696716
97.0,26.74517188,8.197650451,2,344.687169,345.26232619315306
38.0,8.937947856,0.801876265,2,134.7800375,135.20487516233868
44.0,10.0147525,2.056042436,1,154.4962302,156.53402788305667
88.0,31.2965668,6.268563747,1,312.2336302,313.200434601027
22.0,11.78493468,0.009092532,1,80.96231466,78.19572217877501
72.0,23.83835402,2.826565354,1,249.6328332,256.25449228393455
17.0,6.337465655,1.733237745,1,63.18462712,60.3663876210787
36.0,9.099158632,1.051392464,2,125.4867164,128.07779286202748
83.0,31.67189416,3.754571593,2,296.6386935,295.4484020371584
77.0,27.14371231,5.714889719,3,271.3634202,274.08048116266787
97.0,34.03091596,4.107471029,4,349.6290275,345.36390895816993
63.0,18.66286971,2.145018859,1,225.8508972,224.2071399582544
11.0,7.633014867,4.595993855,3,40.91116356,39.01182969309419
32.0,0.758066665,2.359200238,4,112.269694,113.86988650650459
85.0,29.38878187,2.734049922,2,302.0600166,302.58582035370955
15.0,6.603955904,0.332433523,4,49.67373838,53.339701731580384
12.0,9.359062905,5.249310703,4,46.28755521,42.591693317689824
89.0,25.7685786,4.213173006,1,320.4051437,316.7899047442395
32.0,4.067835317,0.958287924,2,111.8023392,113.83287605192037
65.0,15.60966355,6.728207899,1,233.5142029,231.27512987735972
21.0,6.701206992,0.8861581,3,73.72119644,74.67791105965063
10.0,3.378004965,2.388981177,4,33.74191884,35.50545149044495
21.0,13.85032361,2.900443085,4,73.83086992,74.67697869944404
24.0,13.022179,0.776760663,3,84.8192448,85.36293200891919
39.0,9.448712198,0.656320737,1,133.3903142,138.74183146642946
36.0,14.29764842,4.724222889,4,128.1369482,128.08355297385575
18.0,10.75229268,1.832885616,1,59.7933953,63.92555668048193
89.0,26.70268754,3.575561714,2,315.9003207,316.8241424405427
45.0,13.4913782,0.427454636,3,164.1527348,160.16829387288442
36.0,10.60419906,3.560618087,2,135.3563456,128.04605371449222
80.0,33.31778758,5.06205685,2,284.0248239,284.7456774898142
79.0,17.94459692,2.623383499,3,277.9127111,281.2460906488809
100.0,26.45201531,3.438501994,1,353.7470106,355.9808714130149
99.0,37.73241144,7.72405273,3,349.0483366,352.4149105868444
58.0,21.59094563,5.880669368,1,208.7403273,206.3498407563247
60.0,19.17142898,4.820069297,3,211.203686,213.54107665383685
85.0,17.92814765,2.125619697,4,305.3832807,302.65068953855763
64.0,25.82704983,5.193276624,3,230.2508027,227.78193831194625
52.0,18.43202672,5.483112242,3,178.1914678,185.0374012708171
90.0,25.15940757,2.74330655,1,322.591039,320.37036229741665
72.0,22.66567386,5.289217664,2,257.1158759,256.2509096545675
62.0,24.37251496,4.798782837,1,223.269712,220.6101633367649
86.0,31.98979236,4.802363644,4,303.3188357,306.1744120376249
28.0,10.93200857,1.867646115,1,97.20055286,99.54467169021987
43.0,13.99501231,0.845058595,1,152.4241128,152.98572935400563
48.0,20.83411647,0.539190245,2,171.7390914,170.8235694749329
28.0,18.40492335,2.688172679,1,102.3886217,99.53183792557279
90.0,29.30928806,2.974964668,2,314.8117249,320.3926570822783
13.0,1.067301036,0.825314156,3,45.40662239,46.18496067688591
50.0,15.08427868,0.47441555,3,181.0543356,177.97695487374412
77.0,27.59973089,5.084562862,4,277.7194554,274.1147963859246
61.0,20.19729211,1.344451932,2,214.7407046,217.11927127815102
63.0,20.70580331,3.522060728,3,223.2497053,224.24256491785997
93.0,23.77163648,3.688207002,1,334.8717431,331.0449807906465
62.0,25.07908112,5.066101233,1,225.469526,220.60658993825788
99.0,36.72156196,7.917322224,1,352.9301142,352.3595910651405
60.0,29.91466827,7.566088234,3,213.232032,213.50314344196713
41.0,17.41067699,3.407154022,4,146.0814648,145.90864525462854
36.0,3.478911133,1.239673052,4,125.6122776,128.13069861843385
38.0,12.06842573,0.85156322,3,133.2952269,135.22979180869058
73.0,27.39787136,3.862178306,4,263.7014999,259.88222722564376
40.0,19.63906306,0.795725948,2,146.1456862,142.32511048801092
46.0,15.57190659,3.193752933,1,162.7009564,163.6418448022243
68.0,16.41037116,3.082835585,3,243.3430795,242.05934388684778
99.0,28.18236541,4.826003841,4,353.0032234,352.4809506986539
23.0,2.119801838,0.893297038,2,80.70133466,81.77671997369367
47.0,20.82015775,3.598794638,4,165.7856483,167.27682893806232
68.0,29.8927411,6.096743741,4,237.7721637,242.0437509372291
58.0,20.92488055,6.059807429,2,207.3106406,206.3744824224156
76.0,29.04312897,1.68483329,2,273.9691943,270.54134260898314
85.0,31.35910881,3.82809637,4,304.4568708,302.6247907574518
33.0,20.81105562,4.438582726,4,118.5002089,117.39893202621928
61.0,9.879165582,1.436028111,1,213.0716274,217.0951252906562
35.0,3.231076691,0.850271175,1,127.3799299,124.4937614460153
87.0,29.35332175,6.940423544,3,303.5941572,309.68407142044873
88.0,31.64818367,2.021944599,1,311.9119717,313.2531305963547
18.0,14.46110551,2.347338423,4,62.32850707,63.99776027721839
66.0,22.33069931,4.741691262,3,236.0814972,234.91270683404272
76.0,18.62923764,3.880480663,3,271.1326152,270.5443308768873
46.0,22.09302415,3.789152807,3,167.4078395,163.68541700891487
51.0,14.28433335,1.914859941,1,181.2581603,181.468009819084
90.0,26.77426032,5.958191412,3,318.5450016,320.38307862335506
21.0,1.434561884,0.076376517,4,70.07728116,74.71647085111134
31.0,20.5097048,1.575745303,3,110.6422897,110.28408843993387
53.0,24.25593991,3.567089593,2,188.7849519,188.59451024158034
39.0,19.59319699,1.603298206,2,143.1275374,138.75312093965226
35.0,19.97502187,3.222876164,1,121.5288553,124.4583624928607
23.0,13.31099098,0.731708591,1,76.32136362,81.74815863090171
51.0,18.07310728,5.706993806,2,178.4739206,181.44614622985537
63.0,14.43895625,2.954981196,2,220.228013,224.22518659870195
52.0,19.40080063,5.766919399,4,189.9818855,185.06016613029465
14.0,2.648968868,2.182940143,1,55.57428349,49.67620817424544
55.0,16.34726096,1.401877027,2,193.3989459,195.74814463299393
45.0,11.70794329,3.509534146,1,166.6248154,160.0773148928139
85.0,33.41836523,4.973469351,4,304.3024959,302.609820371021
92.0,30.38715716,5.554089658,4,328.955878,327.5373919744281
47.0,4.139878602,1.573396939,3,164.2736798,167.28125136384287
27.0,9.569824803,2.216601931,4,97.36011862,96.05875601862473
98.0,32.07909439,4.158338824,4,342.6522282,348.92592371992214
49.0,15.75874251,1.621958375,3,173.0991172,174.40048343542455
31.0,9.246981499,2.709764692,4,109.0749985,110.30057979739054
11.0,7.374947508,3.609159259,1,33.98000011,38.97092362914818
63.0,16.52948801,3.351418583,2,223.6950619,224.2195205098373
18.0,8.202802332,0.104486847,4,64.16784653,64.02785784227312
13.0,1.311583983,0.91786893,2,48.23208285,46.157088011561726
40.0,13.9310362,3.935940555,1,143.1728885,142.26142414799102
37.0,13.33891846,2.531478926,2,132.8755737,131.619853527411
22.0,4.477489767,1.52846934,1,71.64559408,78.17939392378608
49.0,10.05574197,3.472817536,2,179.1315561,174.35283239162504
78.0,30.88048795,10.18875485,4,280.1919658,277.6121175105146
32.0,7.801082015,1.758760771,1,113.3989396,113.79497129658431
87.0,26.99627762,1.866030869,2,312.1486992,309.72138030562036
38.0,2.589298485,4.232246203,3,138.1027677,135.19107626007934
37.0,10.25291621,0.86532872,1,135.5300789,131.6150268863585
68.0,19.89609401,3.691370434,1,243.5681539,241.9972779554899
92.0,31.07632397,6.93117373,3,328.8750721,327.49338581982585
82.0,30.25009056,3.334021873,4,292.7546803,291.9454429211919
64.0,22.85140519,0.667171404,2,221.5444894,227.81264511651423
76.0,34.12497308,5.948489204,4,270.3425712,270.5397950265634
43.0,4.246828009,1.182699755,2,151.641576,153.01159348013147
47.0,22.38166556,2.322283907,4,166.0603064,167.29215709980642
10.0,0.858809909,3.621606085,4,36.88229796,35.4910059746394
